id,Title,Tag,State,Open Date,Close Date
654,b'Improve documentation',"['enhancement', 'help wanted', 'contributions welcome']",open,2022-01-28T13:55:53Z,
653,b'Attack Overview with Properties',[],open,2022-01-28T12:24:55Z,
652,b'Bump pillow from 8.1.1 to 9.0.0 in /tests',['dependencies'],open,2022-01-13T02:15:10Z,
651,b'question: how to get the prediction of the adversarial? for version 3.3',['question'],closed,2021-12-15T07:35:17Z,2022-01-27T13:02:04Z
650,"b'the results are different with ""cleverhans""'",[],open,2021-11-16T10:16:12Z,
649,b'Bump tensorflow from 2.5.0 to 2.5.2 in /tests',['dependencies'],open,2021-11-10T19:47:28Z,
648,b'model.eval()',['question'],closed,2021-11-08T04:38:19Z,2022-01-27T13:03:34Z
647,"b""RuntimeError: Expected object of scalar type Long but got scalar type Int for argument #2 'target' in call to _thnn_nll_loss_forward""",[],closed,2021-09-30T01:52:02Z,2022-01-27T09:06:57Z
646,b'Where is Saliency Map Attack method in foolbox version 3 ???',[],closed,2021-09-22T12:04:29Z,2022-01-27T13:03:58Z
645,b'Where is Saliency Map Attack in foolbox v3 ?',['feature request'],open,2021-09-22T12:02:51Z,
644,b'Inconsistence in attacking returns',['enhancement'],open,2021-09-14T16:14:08Z,
643,b'Attack for multi-label classification',[],open,2021-09-13T06:00:32Z,
642,b'Bump pillow from 8.1.1 to 8.3.2 in /tests',['dependencies'],closed,2021-09-08T01:41:01Z,2022-01-13T02:15:13Z
641,b'Bump tensorflow from 2.5.0 to 2.5.1 in /tests',['dependencies'],closed,2021-08-25T14:47:58Z,2021-11-10T19:47:31Z
640,"b""ImportError: cannot import name 'TypeGuard' from 'typing_extensions'""",['question'],closed,2021-07-23T11:50:22Z,2022-01-27T13:25:29Z
639,b'ValueError: attempt to get argmin of an empty sequence',[],open,2021-07-21T18:10:14Z,
638,b'How to find number of times model was queried for black box attacks ?',['question'],closed,2021-07-09T08:29:34Z,2022-01-27T13:29:17Z
637,b'Let attack unit tests skip models with large input dimensions',[],open,2021-07-06T10:16:41Z,
636,b'Batch support for PGD?',[],closed,2021-07-01T02:59:45Z,2021-07-04T02:20:27Z
635,b'Some deleted attacks from v3.0.0',[],closed,2021-06-15T02:23:57Z,2021-07-01T02:50:43Z
634,b'Bump pillow from 8.1.1 to 8.2.0 in /tests',['dependencies'],closed,2021-06-08T20:57:58Z,2021-09-08T01:41:04Z
633,b'Bump tensorflow from 2.4.0 to 2.5.0 in /tests',['dependencies'],closed,2021-05-21T14:35:37Z,2021-06-05T09:38:18Z
632,b'Computing the delats the right way for DeepFool (L2)',[],open,2021-05-04T05:43:56Z,
631,b'Fix single channel plotting',[],closed,2021-04-29T18:47:40Z,2021-06-04T20:17:16Z
630,b'Error plotting images with one channel',[],closed,2021-04-29T17:34:33Z,2021-06-04T20:17:34Z
629,"b""'Tensor' object has no attribute 'norms'""",['question'],closed,2021-04-27T11:30:13Z,2022-01-27T13:25:57Z
628,b'Fast Minimum-norm Attack',[],closed,2021-04-17T20:26:07Z,2021-06-04T20:18:39Z
627,b'Add Pointwise attack',[],open,2021-04-16T08:58:35Z,
626,b'Top-k misclassification on ImageNet',"['question', 'feature request']",open,2021-03-24T09:37:16Z,
625,b'Bump pillow from 7.1.2 to 8.1.1 in /tests',['dependencies'],closed,2021-03-19T11:01:38Z,2021-03-19T11:37:01Z
