id,Title,Tag,State,Open Date,Close Date
1227,b'Predicted Class Labels',[],open,2022-01-11T15:55:45Z,
1226,"b'Make FGM work for exotic dtypes. Some black-ing, pep8-ing. Fix broken test.'",[],open,2021-12-26T14:55:18Z,
1225,b'tighten TestSPSA::test_adv_example_success_rate_linf bound',[],open,2021-12-21T22:33:13Z,
1224,"b""Fast gradient Method doesn't work for double precision: Suggestion for the fix""",[],open,2021-12-17T20:35:10Z,
1223,b'added pytorch tutorial link for mnist',[],open,2021-11-28T16:27:55Z,
1222,b'Make loss function a parameter in torch implementation',[],open,2021-11-17T01:06:07Z,
1221,b'Is there code ZOO: Zeroth Order Optimization Based Black-box Attacks to Deep Neural Networks without Training Substitute Models?',[],open,2021-10-31T07:04:38Z,
1220,b'DeepFool and ElasticNet attacks for TF2 in cleverhans v4.0.0',[],open,2021-10-29T19:16:01Z,
1219,b'[tf2] CarliniWagnerL2: Make const shape compatible for batch processing.',[],open,2021-10-26T12:43:11Z,
1218,b'fix CarliniWagnerL2 dtype bug',[],closed,2021-09-23T13:31:04Z,2021-09-23T14:48:49Z
1217,b'Update semantic.py',[],closed,2021-09-12T09:17:18Z,2021-09-12T09:30:30Z
1216,"b""ModuleNotFoundError: No module named 'cleverhans.attacks'""",[],closed,2021-09-03T06:14:34Z,2021-09-08T07:07:01Z
1215,"b"" ModuleNotFoundError: No module named 'cleverhans.utils_tf'""",[],closed,2021-09-03T05:44:44Z,2021-09-03T05:48:09Z
1214,b'Adam for PGD / BIM attacks',[],closed,2021-06-16T01:45:02Z,2021-06-16T03:23:28Z
1213,b'Is there any problem in my code of FGSM and I-FGSM? plz HELP',[],closed,2021-06-10T09:00:17Z,2021-08-26T13:16:22Z
1212,b'use torch builtin arctanh method',[],closed,2021-05-31T01:26:49Z,2021-07-24T08:40:44Z
1211,b'Torch implemantation of the fast gradient method',[],open,2021-05-23T09:45:18Z,
1210,b'Survey on globally distributed software engineering',[],closed,2021-05-09T12:54:42Z,2021-05-09T14:53:05Z
1209,b'There is no torch package when use command pip install cleverhans!Why?HELP!',[],closed,2021-04-09T03:08:35Z,2021-04-09T05:50:30Z
1208,b'Saliency Map Method (JSMA) for Cleverhans 4.0?',[],open,2021-04-07T21:38:20Z,
1207,b'add resampling audio input transformation defense in torch',[],closed,2021-04-02T06:16:51Z,2021-04-20T08:51:08Z
1206,b'cast to tensor if in numpy array for fgsm attack',[],closed,2021-03-30T22:20:29Z,2021-03-31T02:50:27Z
1205,b'bug in CarliniWagnerL2 for tf2',[],open,2021-03-30T21:53:07Z,
1204,b'projected_gradient_descent() gives an error',[],open,2021-03-26T13:50:43Z,
1203,b'Fix black formating on TF2 CIFAR-10 tutorial',[],closed,2021-03-16T15:50:38Z,2021-03-16T17:02:38Z
1202,b'add torch mnist tutorial with black-formatted file',[],closed,2021-03-16T15:20:09Z,2021-03-19T13:58:05Z
1201,b'Switch mnist dataset mirror to a more reliable one',[],closed,2021-03-13T17:59:25Z,2021-03-17T13:06:00Z
1200,b'fixed indentation in tf2 cifar10 tutorial',[],closed,2021-03-11T11:36:10Z,2021-03-13T16:18:12Z
1199,b'Custom loss in MIM in TF2',[],closed,2021-03-08T23:50:04Z,2021-03-10T06:59:50Z
1198,b'Error in FGSM with keras',[],closed,2021-03-08T09:27:14Z,2021-03-08T09:33:04Z
