url,title,comments,state,created_at,closed_at
https://api.github.com/repos/deepmind/acme/issues/165,b'Bump tensorflow from 2.6.0 to 2.6.1',"[b'Looks like tensorflow is no longer a dependency, so this is no longer needed.']",closed,2021-11-10 19:55:39,2021-11-16 17:57:38
https://api.github.com/repos/deepmind/acme/issues/148,b'Bump pillow from 8.3.1 to 8.3.2',"[b""OK, I won't notify you again about this release, but will get in touch when a new version is available. If you'd rather skip all updates until the next major or minor version, let me know by commenting `@dependabot ignore this major version` or `@dependabot ignore this minor version`.\n\nIf you change your mind, just re-open this PR and I'll resolve any conflicts on it.""]",closed,2021-09-08 03:27:47,2021-09-09 12:04:34
